"binomial","body_mass_median","litter_clutch_size","hab_breadth","diet_inv","diet_vend","diet_vect","diet_vfish","diet_vunk","diet_scav","diet_fruit","diet_nect","diet_seed","diet_planto"
"Dromiciops gliroides",25,3,2,10,0,0,0,0,0,0,0,0,0
"Dromococcyx pavoninus",46.1125,NA,3,10,0,0,0,0,0,0,0,0,0
"Dromococcyx phasianellus",87.375,NA,3,9,0,1,0,0,0,0,0,0,0
"Drymocichla incana",10,NA,4,10,0,0,0,0,0,0,0,0,0
"Drymodes brunneopygia",33.45,1,4,8,0,0,0,0,0,0,0,2,0
"Drymodes superciliaris",45.95,1.7,3,10,0,0,0,0,0,0,0,0,0
"Drymophila caudata",11.9,NA,3,10,0,0,0,0,0,0,0,0,0
"Drymophila devillei",10.1875,NA,1,10,0,0,0,0,0,0,0,0,0
"Drymophila ferruginea",10.625,NA,2,10,0,0,0,0,0,0,0,0,0
"Drymophila genei",11.08,NA,1,10,0,0,0,0,0,0,0,0,0
"Drymophila malura",13.25,NA,2,10,0,0,0,0,0,0,0,0,0
"Drymophila ochropyga",10.4875,NA,2,10,0,0,0,0,0,0,0,0,0
"Drymophila rubricollis",10,NA,2,10,0,0,0,0,0,0,0,0,0
"Drymophila squamata",10.7875,2,3,10,0,0,0,0,0,0,0,0,0
"Drymornis bridgesii",93.31,2.4,5,9,0,0,0,0,0,0,0,0,1
"Drymotoxeres pucherani",70.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dryobates cathpharius",30.74,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dryobates minor",19.8,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dryobates nuttallii",37.39,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dryobates pernyii",30.74,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dryobates pubescens",25.55,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dryobates scalaris",31.59,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dryocopus hodgei",205.375,2.4,1,10,0,0,0,0,0,0,0,0,0
"Dryocopus javensis",272.075,2.8,2,10,0,0,0,0,0,0,0,0,0
"Dryocopus martius",321,4.8,3,10,0,0,0,0,0,0,0,0,0
"Dryolimnas cuvieri",185.69,3.5,9,8,2,0,0,0,0,0,0,0,0
"Dryomys laniger",25.91,4.18,1,1,1,0,0,1,0,2,0,3,2
"Dryomys niethammeri",26.8125,NA,1,1,1,0,0,1,0,2,0,3,2
"Dryomys nitedula",29.5,3.24,7,1,1,0,0,1,0,2,0,3,2
"Dryoscopus angolensis",34.75,NA,4,10,0,0,0,0,0,0,0,0,0
"Dryoscopus cubla",26.24,2.25,8,5,0,2,0,0,0,2,0,0,1
"Dryoscopus gambensis",31.725,2,6,9,0,0,0,0,0,0,0,0,1
"Dryoscopus pringlii",19.7,2,2,10,0,0,0,0,0,0,0,0,0
"Dryoscopus sabini",37.21,NA,5,10,0,0,0,0,0,0,0,0,0
"Dryoscopus senegalensis",29.3,2,3,9,0,1,0,0,0,0,0,0,0
"Dryotriorchis spectabilis",697,NA,1,0,0,10,0,0,0,0,0,0,0
"Dubusia taeniata",37.5,NA,1,3,0,0,0,0,0,4,0,3,0
"Ducula aenea",566,1.2,5,0,0,0,0,0,0,9,0,0,1
"Ducula aurorae",507.19,NA,2,0,0,0,0,0,0,10,0,0,0
"Ducula badia",488.245,1,3,0,0,0,0,0,0,9,0,0,1
"Ducula bakeri",394,NA,2,0,0,0,0,0,0,10,0,0,0
"Ducula basilica",471.595,NA,2,0,0,0,0,0,0,10,0,0,0
"Ducula bicolor",448.78,1,2,0,0,0,0,0,0,10,0,0,0
"Ducula brenchleyi",380,NA,2,0,0,0,0,0,0,10,0,0,0
"Ducula carola",289,1,2,0,0,0,0,0,0,10,0,0,0
"Ducula chalconota",501.87,NA,2,0,0,0,0,0,0,10,0,0,0
"Ducula cineracea",507.19,NA,2,0,0,0,0,0,0,10,0,0,0
"Ducula concinna",808.585,NA,3,0,0,0,0,0,0,10,0,0,0
"Ducula cuprea",495.795021928947,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ducula finschii",344.95,NA,2,0,0,0,0,0,0,10,0,0,0
"Ducula forsteni",509.995,NA,2,0,0,0,0,0,0,10,0,0,0
"Ducula galeata",507.19,NA,3,0,0,0,0,0,0,10,0,0,0
"Ducula geelvinkiana",495.795021928947,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ducula goliath",600,NA,2,0,0,0,0,0,0,10,0,0,0
"Ducula lacernulata",150,1,3,0,0,0,0,0,0,10,0,0,0
"Ducula latrans",365.11,1,2,0,0,0,0,0,0,10,0,0,0
"Ducula luctuosa",410,NA,3,0,0,0,0,0,0,10,0,0,0
"Ducula melanochroa",665,1,1,0,0,0,0,0,0,10,0,0,0
"Ducula mindorensis",507.19,NA,2,0,0,0,0,0,0,10,0,0,0
"Ducula mullerii",592.435,1,3,0,0,0,0,0,0,10,0,0,0
"Ducula myristicivora",556.245,1,2,0,0,0,0,0,0,10,0,0,0
"Ducula neglecta",671,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ducula obiensis",495.795021928947,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ducula oceanica",372.265,NA,4,0,0,0,0,0,0,10,0,0,0
"Ducula oenothorax",495.795021928947,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ducula pacifica",394.6,1,4,0,0,0,0,0,0,9,0,0,1
"Ducula perspicillata",669,NA,4,0,0,0,0,0,0,10,0,0,0
"Ducula pickeringii",507.19,NA,2,0,0,0,0,0,0,10,0,0,0
"Ducula pinon",756,1,1,0,0,0,0,0,0,10,0,0,0
"Ducula pistrinaria",514,1,1,0,0,0,0,0,0,10,0,0,0
"Ducula poliocephala",557.75,NA,2,0,0,0,0,0,0,10,0,0,0
"Ducula radiata",295,1,2,0,0,0,0,0,0,10,0,0,0
"Ducula rosacea",386.045,NA,4,0,0,0,0,0,0,10,0,0,0
"Ducula rubricera",654.625,1,1,0,0,0,0,0,0,10,0,0,0
"Ducula rufigaster",436,NA,1,0,0,0,0,0,0,10,0,0,0
"Ducula salvadorii",495.795021928947,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ducula spilorrhoa",479.36666665,1,6,0,0,0,0,0,0,10,0,0,0
"Ducula subflavescens",449.37166665,1,1,0,0,0,0,0,0,10,0,0,0
"Ducula whartoni",559.4275,2,1,0,0,0,0,0,0,9,0,0,1
"Ducula zoeae",568,NA,3,0,0,0,0,0,0,10,0,0,0
"Dulus dominicus",48.0375,4,3,1,0,0,0,0,0,7,0,0,2
"Dumetella carolinensis",35.325,3.875,6,6,0,0,0,0,0,4,0,0,0
"Dumetia hyperythra",12.9,3,3,9,0,0,0,0,0,0,1,0,0
"Dyacopterus brooksi",81.1,1.5,1,0,0,0,0,0,0,8,2,0,0
"Dyacopterus spadiceus",81.1,1.5,3,0,0,0,0,0,0,8,2,0,0
"Dymecodon pilirostris",15.46,3,3,10,0,0,0,0,0,0,0,0,0
"Dysithamnus leucostictus",20.275,2,1,10,0,0,0,0,0,0,0,0,0
"Dysithamnus mentalis",14.985,2,4,9,0,0,0,0,0,1,0,0,0
"Dysithamnus occidentalis",16.16,NA,1,10,0,0,0,0,0,0,0,0,0
"Dysithamnus plumbeus",20.5,2,1,10,0,0,0,0,0,0,0,0,0
"Dysithamnus puncticeps",14.9,2,1,10,0,0,0,0,0,0,0,0,0
"Dysithamnus stictothorax",16.16,NA,4,9,0,0,0,0,0,1,0,0,0
"Dysithamnus striaticeps",12,2,1,10,0,0,0,0,0,0,0,0,0
"Dysithamnus xanthopterus",16.16,2,1,9,0,0,0,0,0,1,0,0,0
"Echimys chrysurus",624.995,1.955,1,0,0,0,0,0,0,8,0,0,2
"Echimys saturnus",626.89,NA,1,0,0,0,0,0,0,8,0,0,2
"Echimys vieirai",618.44,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Echinoprocta rufescens",831.79,NA,NA,0,0,0,0,0,0,3,0,0,7
"Echinops telfairi",166.125,5.49,4,6,0,0,0,0,0,4,0,0,0
"Echinosorex gymnura",756.53,1.875,6,5,0,3,2,0,0,0,0,0,0
"Echiothrix centrosa",168.165,NA,1,9,0,0,0,0,0,0,0,0,1
"Echiothrix leucura",164.34,NA,1,9,0,0,0,0,0,0,0,0,1
"Echymipera clara",1204.61,2.2,2,6,0,0,0,0,0,4,0,0,0
"Echymipera davidi",817.05,NA,1,6,0,0,0,0,0,4,0,0,0
"Echymipera echinista",1204.61,NA,4,6,0,0,0,0,0,4,0,0,0
"Echymipera kalubu",782.17,2.0775,5,6,0,0,0,0,0,4,0,0,0
"Echymipera rufescens",1100,2.19,5,6,0,0,0,0,0,4,0,0,0
"Eclectus roratus",457.38,2,11,0,0,0,0,0,0,4,0,3,3
"Ectophylla alba",5.55,0.9925,1,0,0,0,0,0,0,10,0,0,0
"Egretta ardesiaca",325.5,2.68,15,2,0,0,8,0,0,0,0,0,0
"Egretta caerulea",339.055,4,3,6,0,3,1,0,0,0,0,0,0
"Egretta eulophotes",465.665,4,5,6,0,0,4,0,0,0,0,0,0
"Egretta garzetta",403.5,4,25,6,0,2,2,0,0,0,0,0,0
"Egretta gularis",356,3.75,18,6,0,2,2,0,0,0,0,0,0
"Egretta novaehollandiae",549.62,4.5,28,5,0,2,2,0,1,0,0,0,0
"Egretta picata",259,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egretta rufescens",613.875,3.5,7,1,0,2,7,0,0,0,0,0,0
"Egretta sacra",506.125,3.75,12,5,0,0,4,1,0,0,0,0,0
"Egretta thula",370.5,3.64,3,5,0,3,2,0,0,0,0,0,0
"Egretta tricolor",347.125,3.5,6,2,1,1,6,0,0,0,0,0,0
"Egretta vinaceigula",291.5,2.4,3,1,0,0,9,0,0,0,0,0,0
"Eidolon dupreanum",297.58,1.15,4,0,0,0,0,0,0,10,0,0,0
"Eidolon helvum",254.61,1.06,9,0,0,0,0,0,0,10,0,0,0
"Eira barbara",4134.99,2.07,5,0,9,0,0,0,0,1,0,0,0
"Elaenia albiceps",15.525,2.4,8,5,0,0,0,0,0,5,0,0,0
"Elaenia chiriquensis",16.033333335,2,7,5,0,0,0,0,0,5,0,0,0
"Elaenia cristata",18.35,NA,3,5,0,0,0,0,0,5,0,0,0
"Elaenia dayi",19.84,NA,5,7,0,0,0,0,0,3,0,0,0
"Elaenia fallax",14.375,2,4,5,0,0,0,0,0,5,0,0,0
"Elaenia flavogaster",24.766666665,2,6,5,0,0,0,0,0,5,0,0,0
"Elaenia frantzii",19.325,2,5,3,0,0,0,0,0,7,0,0,0
"Elaenia gigas",31,NA,5,5,0,0,0,0,0,5,0,0,0
"Elaenia martinica",21.045,2.4,7,5,0,0,0,0,0,5,0,0,0
"Elaenia mesoleuca",17.675,2.4,3,5,0,0,0,0,0,5,0,0,0
"Elaenia obscura",24.075,NA,4,5,0,0,0,0,0,5,0,0,0
"Elaenia pallatangae",17.7125,NA,6,5,0,0,0,0,0,5,0,0,0
"Elaenia parvirostris",13.825,2.4,7,7,0,0,0,0,0,3,0,0,0
"Elaenia pelzelni",19.84,NA,4,5,0,0,0,0,0,5,0,0,0
"Elaenia ridleyana",31.575,NA,5,8,0,0,0,0,0,2,0,0,0
"Elaenia ruficeps",18.6825,NA,4,8,0,0,0,0,0,2,0,0,0
"Elaenia spectabilis",24.4125,NA,4,5,0,0,0,0,0,5,0,0,0
"Elaenia strepera",18.7625,NA,5,8,0,0,0,0,0,2,0,0,0
"Elanoides forficatus",429.4325,2,4,7,0,2,0,0,0,1,0,0,0
"Elanus axillaris",267.8,3.75,4,1,8,1,0,0,0,0,0,0,0
"Elanus caeruleus",253.88,3.5,7,2,6,2,0,0,0,0,0,0,0
"Elanus leucurus",328.825,4,9,0,9,1,0,0,0,0,0,0,0
"Elanus scriptus",315.9,4.5,2,1,9,0,0,0,0,0,0,0,0
"Elaphodus cephalophus",33500,1,2,0,0,0,0,0,0,0,0,0,10
"Elaphurus davidianus",165989.17,1.165,2,0,0,0,0,0,0,0,0,0,10
"Electron carinatum",64.925,NA,3,8,0,2,0,0,0,0,0,0,0
"Electron platyrhynchum",70.25,2.75,3,8,0,2,0,0,0,0,0,0,0
"Eleoscytalopus indigoticus",16.2,2,2,10,0,0,0,0,0,0,0,0,0
"Eleoscytalopus psychopompus",17.8,NA,1,10,0,0,0,0,0,0,0,0,0
"Eleothreptus anomalus",43.7,NA,6,10,0,0,0,0,0,0,0,0,0
"Eleothreptus candicans",47.65,2,1,10,0,0,0,0,0,0,0,0,0
"Elephantulus brachyrhynchus",45.11,1.5925,2,10,0,0,0,0,0,0,0,0,0
"Elephantulus edwardii",49.69,1.8,3,10,0,0,0,0,0,0,0,0,0
"Elephantulus fuscipes",57,0.96,1,10,0,0,0,0,0,0,0,0,0
"Elephantulus fuscus",51.508333335,1.2925,2,10,0,0,0,0,0,0,0,0,0
"Elephantulus intufi",48.9,1.575,3,10,0,0,0,0,0,0,0,0,0
"Elephantulus myurus",59.51,1.84,3,10,0,0,0,0,0,0,0,0,0
"Elephantulus pilicaudus",50.45666667,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephantulus revoilii",32.49,NA,2,10,0,0,0,0,0,0,0,0,0
"Elephantulus rozeti",48,2.315,3,10,0,0,0,0,0,0,0,0,0
"Elephantulus rufescens",52.78,1.41,2,10,0,0,0,0,0,0,0,0,0
"Elephantulus rupestris",65.56,1.84,3,10,0,0,0,0,0,0,0,0,0
"Elephas maximus",3220000,1.205,7,0,0,0,0,0,0,0,0,0,10
"Eligmodontia moreni",18,NA,1,1,0,0,0,0,0,0,0,7,2
"Eligmodontia morgani",16.5,NA,2,1,0,0,0,0,0,0,0,7,2
"Eligmodontia puerulus",28.49,5.12,2,1,0,0,0,0,0,0,0,7,2
"Eligmodontia typus",17.37,5.68,3,1,0,0,0,0,0,0,0,7,2
"Eliomys melanurus",100.36,4.99,4,3,3,0,0,0,0,2,0,2,0
"Eliomys munbyanus",106.54,4.99,6,3,3,0,0,0,0,2,0,2,0
"Eliomys quercinus",114.61,4.99,2,3,3,0,0,0,0,2,0,2,0
"Eliurus antsingy",79.688125,NA,1,0,0,0,0,0,0,4,0,6,0
"Eliurus danieli",81.67625,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eliurus ellermani",100,NA,1,0,0,0,0,0,0,4,0,6,0
"Eliurus grandidieri",79.688125,NA,2,0,0,0,0,0,0,4,0,6,0
"Eliurus majori",100,NA,1,0,0,0,0,0,0,4,0,6,0
"Eliurus minor",57.53,NA,3,0,0,0,0,0,0,4,0,6,0
"Eliurus myoxinus",69.76,NA,2,0,0,0,0,0,0,4,0,6,0
"Eliurus penicillatus",100,NA,2,0,0,0,0,0,0,4,0,6,0
"Eliurus petteri",75,NA,2,0,0,0,0,0,0,4,0,6,0
"Eliurus tanala",89.99,NA,2,0,0,0,0,0,0,4,0,6,0
"Eliurus webbi",61.13,NA,2,0,0,0,0,0,0,4,0,6,0
"Ellobius alaicus",70.969125,NA,1,0,0,0,0,0,0,0,0,0,10
"Ellobius fuscocapillus",80,3.5125,1,0,0,0,0,0,0,0,0,0,10
"Ellobius lutescens",117.31,4.165,2,0,0,0,0,0,0,0,0,0,10
"Ellobius talpinus",40,3.6525,1,0,0,0,0,0,0,0,0,0,10
"Ellobius tancrei",60,3.635,3,0,0,0,0,0,0,0,0,0,10
"Elminia albicauda",8.29,2,5,10,0,0,0,0,0,0,0,0,0
"Elminia albiventris",8.9,2,3,10,0,0,0,0,0,0,0,0,0
"Elminia albonotata",9.2,1.7,4,10,0,0,0,0,0,0,0,0,0
"Elminia longicauda",9.9,1.6,10,10,0,0,0,0,0,0,0,0,0
"Elminia nigromitrata",9.04,2,6,10,0,0,0,0,0,0,0,0,0
"Elseyornis melanops",32.25,3,8,9,0,0,0,0,0,0,0,1,0
"Elvira chionura",3.05,2,4,1,0,0,0,0,0,0,9,0,0
"Elvira cupreiceps",3.05,2,4,1,0,0,0,0,0,0,9,0,0
"Emballonura alecto",5.25,NA,4,9,0,0,0,0,0,1,0,0,0
"Emballonura atrata",4.55,NA,NA,9,0,0,0,0,0,1,0,0,0
"Emballonura beccarii",4.31,NA,3,9,0,0,0,0,0,1,0,0,0
"Emballonura dianae",7.97,1.5,3,9,0,0,0,0,0,1,0,0,0
"Emballonura furax",11.15,NA,3,9,0,0,0,0,0,1,0,0,0
"Emballonura monticola",5.35,1,3,9,0,0,0,0,0,1,0,0,0
"Emballonura raffrayana",5.61,NA,4,9,0,0,0,0,0,1,0,0,0
"Emballonura semicaudata",6.29,NA,2,9,0,0,0,0,0,1,0,0,0
"Emballonura serii",5.4883333335,NA,2,8,0,0,0,0,0,2,0,0,0
"Emballonura tiavato",5.226666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Emberiza affinis",15.3625,NA,3,3,0,0,0,0,0,0,0,6,1
"Emberiza aureola",20.375,4,5,3,0,0,0,0,0,0,0,5,2
"Emberiza bruniceps",24.65,4.5,3,3,0,0,0,0,0,0,0,5,2
"Emberiza buchanani",21.175,4.5,3,3,0,0,0,0,0,0,0,5,2
"Emberiza cabanisi",24.825,2.45,4,3,0,0,0,0,0,0,0,6,1
"Emberiza caesia",20.45,4.5,3,5,0,0,0,0,0,0,0,5,0
"Emberiza capensis",21.175,2.7,3,3,0,0,0,0,0,0,0,6,1
"Emberiza chrysophrys",17.985,3.9,1,3,0,0,0,0,0,0,0,6,1
"Emberiza cia",23.2525,4.1,4,2,0,0,0,0,0,0,0,8,0
"Emberiza cineracea",24.3,4.7,5,5,0,0,0,0,0,0,0,5,0
"Emberiza cioides",21.56,4.6,3,3,0,0,0,0,0,0,0,6,1
"Emberiza cirlus",25.425,3.5,4,3,0,0,0,0,0,0,0,6,1
"Emberiza citrinella",29.7,3.9,5,3,0,0,0,0,0,0,0,6,1
"Emberiza elegans",17.0075,4.9,4,3,0,0,0,0,0,0,0,6,1
"Emberiza flaviventris",18.0825,2.4,3,3,0,0,0,0,0,0,0,6,1
"Emberiza fucata",19.8,4.45,4,3,0,0,0,0,0,0,0,6,1
"Emberiza godlewskii",21.0375,4.1,3,3,0,0,0,0,0,0,0,6,1
"Emberiza hortulana",20.4875,4.5,4,7,0,0,0,0,0,0,0,3,0
"Emberiza impetuani",15.0125,3.2,3,3,0,0,0,0,0,0,0,6,1
"Emberiza jankowskii",21.875,4.8,2,3,0,0,0,0,0,0,0,6,1
"Emberiza koslowi",22.69,NA,3,3,0,0,0,0,0,0,0,6,1
"Emberiza leucocephalos",28.3,4.5,3,3,0,0,0,0,0,0,0,5,2
"Emberiza melanocephala",28.355,3.9,6,3,0,0,0,0,0,0,0,6,1
"Emberiza pallasi",15.68,4.5,7,3,0,0,0,0,0,0,0,5,2
"Emberiza poliopleura",15.8,2.5,3,3,0,0,0,0,0,0,0,6,1
"Emberiza pusilla",14.76,5,4,3,0,0,0,0,0,0,0,7,0
"Emberiza rustica",20.32,4.61,5,3,0,0,0,0,0,0,0,7,0
"Emberiza rutila",17.4375,4,3,7,0,0,0,0,0,0,0,3,0
"Emberiza schoeniclus",18.6,4.5,7,3,0,0,0,0,0,0,0,5,2
"Emberiza socotrana",14.46,NA,3,3,0,0,0,0,0,0,0,6,1
"Emberiza spodocephala",18.0875,4.5,5,7,0,0,0,0,0,0,0,3,0
"Emberiza stewarti",16.23,3.95,4,3,0,0,0,0,0,0,0,6,1
"Emberiza striolata",14.8,2.95,4,2,0,0,0,0,0,1,0,6,1
"Emberiza sulphurata",14.895,3.9,4,3,0,0,0,0,0,0,0,6,1
"Emberiza tahapisi",13.306666665,2.7,4,3,0,0,0,0,0,0,0,6,1
"Emberiza tristrami",17.875,4.5,2,3,0,0,0,0,0,0,0,6,1
"Emberiza variabilis",24.2125,3.9,3,3,0,0,0,0,0,0,0,6,1
"Emberiza yessoensis",13.495,3.9,4,3,0,0,0,0,0,0,0,6,1
"Emberizoides duidae",26.35,2,1,4,0,0,0,0,0,2,0,3,1
"Emberizoides herbicola",26.35,2,5,4,0,0,0,0,0,2,0,3,1
"Emberizoides ypiranganus",20.175,NA,3,4,0,0,0,0,0,2,0,3,1
"Embernagra longicauda",45.55,NA,4,4,0,0,0,0,0,2,0,3,1
"Embernagra platensis",45.55,NA,7,4,0,0,0,0,0,2,0,3,1
"Emblema pictum",10.4,3.75,3,2,0,0,0,0,0,2,0,6,0
"Eminia lepida",19.9,2.45,5,10,0,0,0,0,0,0,0,0,0
"Empidonax affinis",11.09,NA,2,10,0,0,0,0,0,0,0,0,0
"Empidonax albigularis",9.64,2.2,3,9,0,0,0,0,0,1,0,0,0
"Empidonax alnorum",12.95,3.5,4,8,0,0,0,0,0,2,0,0,0
"Empidonax atriceps",9.025,2,4,10,0,0,0,0,0,0,0,0,0
"Empidonax difficilis",10.775,3.3,4,9,0,0,0,0,0,1,0,0,0
"Empidonax flavescens",12.5,2.45,4,9,0,0,0,0,0,1,0,0,0
"Empidonax flaviventris",11.825,3.95,8,9,0,0,0,0,0,1,0,0,0
"Empidonax fulvifrons",7.9,3.5,7,10,0,0,0,0,0,0,0,0,0
"Empidonax hammondii",10.415833335,3.5,4,10,0,0,0,0,0,0,0,0,0
"Empidonax minimus",10.1375,4,7,9,0,0,0,0,0,1,0,0,0
"Empidonax oberholseri",10.4,3.6,4,10,0,0,0,0,0,0,0,0,0
"Empidonax occidentalis",11.3,3.3,3,9,0,0,0,0,0,1,0,0,0
"Empidonax traillii",13.32,3.5,6,9,0,0,0,0,0,1,0,0,0
"Empidonax virescens",12.65,2.965,6,8,0,0,0,0,0,2,0,0,0
"Empidonax wrightii",12.375,3.51,4,9,0,0,0,0,0,1,0,0,0
"Empidonomus aurantioatrocristatus",33,NA,NA,8,0,0,0,0,0,2,0,0,0
"Empidonomus varius",26.575,2.2,4,6,0,0,0,0,0,4,0,0,0
"Empidornis semipartitus",22.5,2,NA,10,0,0,0,0,0,0,0,0,0
"Enchisthenes hartii",16.99,0.99,1,1,0,0,0,0,0,8,1,0,0
"Enhydra lutris",23500,0.98,3,5,0,0,5,0,0,0,0,0,0
"Enicognathus ferrugineus",163.475,5.7,3,0,0,0,0,0,0,3,0,3,4
"Enicognathus leptorhynchus",232.055,3.25,2,0,0,0,0,0,0,3,0,3,4
"Enicurus immaculatus",25.5,3,2,10,0,0,0,0,0,0,0,0,0
"Enicurus leschenaulti",35.125,2.8,2,10,0,0,0,0,0,0,0,0,0
"Enicurus maculatus",40.695,3.5,3,10,0,0,0,0,0,0,0,0,0
"Enicurus ruficapillus",28.2025,2,2,9,0,1,0,0,0,0,0,0,0
"Enicurus schistaceus",31.125,2.8,1,10,0,0,0,0,0,0,0,0,0
"Enicurus scouleri",16.85,2.8,2,9,0,0,0,0,0,0,0,0,1
"Enicurus velatus",33,NA,2,10,0,0,0,0,0,0,0,0,0
"Enodes erythrophris",130,NA,2,5,0,0,0,0,0,5,0,0,0
"Ensifera ensifera",11.225,2,4,1,0,0,0,0,0,0,9,0,0
"Entomodestes coracinus",56,2,2,7,0,0,0,0,0,3,0,0,0
"Entomodestes leucotis",61.7,NA,2,2,0,0,0,0,0,6,0,2,0
"Entomyzon cyanotis",103.3425,2.28,8,6,0,1,0,0,0,1,2,0,0
"Eoglaucomys fimbriatus",510,3.705,1,2,0,2,0,0,0,0,0,2,4
"Eolagurus luteus",26,7.5,1,0,0,0,0,0,0,0,0,3,7
"Eolagurus przewalskii",37.14430602,NA,2,0,0,0,0,0,0,0,0,3,7
"Eolophus roseicapilla",305.5,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eonycteris major",72.75,1,2,0,0,0,0,0,0,0,10,0,0
"Eonycteris robusta",78.36,1,2,0,0,0,0,0,0,0,10,0,0
"Eonycteris spelaea",58.1,1,5,0,0,0,0,0,0,0,10,0,0
"Eophona migratoria",47.44,NA,5,2,0,0,0,0,0,3,0,5,0
"Eophona personata",80,NA,5,2,0,0,0,0,0,3,0,5,0
"Eopsaltria australis",20.2,2.2,9,10,0,0,0,0,0,0,0,0,0
"Eopsaltria flaviventris",13,NA,NA,10,0,0,0,0,0,0,0,0,0
"Eopsaltria georgiana",19.11,2,NA,10,0,0,0,0,0,0,0,0,0
"Eopsaltria griseogularis",19.6275,2,5,10,0,0,0,0,0,0,0,0,0
"Eopsaltria pulverulenta",19.19,NA,NA,10,0,0,0,0,0,0,0,0,0
"Eos bornea",156,NA,5,0,0,0,0,0,0,0,8,0,2
"Eos cyanogenia",167,2,2,0,0,0,0,0,0,0,8,0,2
"Eos histrio",113.33,2,2,0,0,0,0,0,0,10,0,0,0
"Eos reticulata",113.33,2,3,1,0,0,0,0,0,3,3,0,3
"Eos semilarvata",94.735,NA,2,0,0,0,0,0,0,0,10,0,0
"Eos squamata",100,2,5,0,0,0,0,0,0,3,3,0,4
"Eospalax fontanierii",256.76,NA,3,0,0,0,0,0,0,0,0,5,5
"Eospalax rothschildi",180.5525,NA,3,0,0,0,0,0,0,0,0,5,5
"Eospalax smithii",175.455,NA,1,0,0,0,0,0,0,0,0,5,5
"Eothenomys cachinus",34.83,1.8,1,0,0,0,0,0,0,0,0,2,8
"Eothenomys chinensis",45.3,NA,2,0,0,0,0,0,0,0,0,2,8
"Eothenomys custos",30.8,NA,4,0,0,0,0,0,0,0,0,2,8
"Eothenomys melanogaster",19.59,1.8,2,0,0,0,0,0,0,0,0,2,8
"Eothenomys miletus",46.25861204,1.8,1,0,0,0,0,0,0,0,0,2,8
"Eothenomys olitor",22,NA,1,0,0,0,0,0,0,0,0,2,8
"Eothenomys proditor",42.5,NA,2,0,0,0,0,0,0,0,0,2,8
"Eothenomys wardi",40.54430602,NA,3,0,0,0,0,0,0,0,0,2,8
"Eozapus setchuanus",32.578,NA,4,2,0,0,0,0,0,1,0,4,3
"Ephippiorhynchus asiaticus",4100,3.75,9,1,1,1,7,0,0,0,0,0,0
"Ephippiorhynchus senegalensis",6160.615,3,7,1,1,1,7,0,0,0,0,0,0
"Epimachus albertisi",110,NA,NA,8,0,0,0,0,0,2,0,0,0
"Epimachus bruijnii",153.31,NA,NA,6,0,0,0,0,0,4,0,0,0
"Epimachus fastuosus",232.87,NA,NA,3,0,0,0,2,0,5,0,0,0
"Epimachus meyeri",197.74,1,2,3,0,0,0,3,0,4,0,0,0
"Epinecrophylla erythrura",11.4,NA,2,10,0,0,0,0,0,0,0,0,0
"Epinecrophylla fjeldsaai",9.8,NA,NA,10,0,0,0,0,0,0,0,0,0
"Epinecrophylla fulviventris",10.4,2,2,10,0,0,0,0,0,0,0,0,0
"Epinecrophylla haematonota",8.7,NA,1,10,0,0,0,0,0,0,0,0,0
"Epinecrophylla leucophthalma",9.3875,NA,1,10,0,0,0,0,0,0,0,0,0
"Epinecrophylla ornata",9.4,NA,3,10,0,0,0,0,0,0,0,0,0
"Epinecrophylla spodionota",10.2,NA,2,10,0,0,0,0,0,0,0,0,0
"Episoriculus caudatus",6.95,4.77,2,7,0,0,0,0,3,0,0,0,0
"Episoriculus fumidus",6.95,3.42,2,7,0,0,0,0,3,0,0,0,0
"Episoriculus leucops",9.35,NA,2,7,0,0,0,0,3,0,0,0,0
"Episoriculus macrurus",7.553670278,NA,1,7,0,0,0,0,3,0,0,0,0
"Epixerus ebii",520.96,2,1,2,0,0,0,0,0,8,0,0,0
"Epomophorus angolensis",88.458,1,2,0,0,0,0,0,0,10,0,0,0
