"binomial","body_mass_median","litter_clutch_size","hab_breadth","diet_inv","diet_vend","diet_vect","diet_vfish","diet_vunk","diet_scav","diet_fruit","diet_nect","diet_seed","diet_planto"
"Spalax uralensis",226.3375,NA,1,0,0,0,0,0,0,0,0,2,8
"Spalax zemni",316.28,2.76,1,0,0,0,0,0,0,0,0,0,10
"Spartonoica maluroides",11,3.5,4,10,0,0,0,0,0,0,0,0,0
"Spatula clypeata",612.56,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spatula cyanoptera",377.45,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spatula discors",359.44,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spatula hottentota",276.36,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spatula platalea",465.43,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spatula puna",595.21,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spatula querquedula",325.6,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spatula rhynchotis",638.96,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spatula smithii",591.46,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spatula versicolor",595.21,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Speculanas specularis",1513.535,4.5,2,2,0,0,0,0,0,0,0,3,5
"Speculipastor bicolor",64.205,4,2,4,0,0,0,0,0,6,0,0,0
"Speirops brunneus",16.1,NA,NA,4,0,0,0,0,0,3,0,3,0
"Speirops leucophoeus",14.8,NA,NA,4,0,0,0,0,0,4,1,0,1
"Speirops lugubris",14.8,NA,NA,4,0,0,0,0,0,5,1,0,0
"Speirops melanocephalus",10.9,NA,NA,5,0,0,0,0,0,3,0,0,2
"Spelaeornis badeigularis",8.25,NA,1,10,0,0,0,0,0,0,0,0,0
"Spelaeornis caudatus",10.75,NA,2,10,0,0,0,0,0,0,0,0,0
"Spelaeornis chocolatinus",12.415,NA,2,10,0,0,0,0,0,0,0,0,0
"Spelaeornis formosus",5,NA,NA,10,0,0,0,0,0,0,0,0,0
"Spelaeornis kinneari",12.415,NA,1,10,0,0,0,0,0,0,0,0,0
"Spelaeornis longicaudatus",12,NA,1,10,0,0,0,0,0,0,0,0,0
"Spelaeornis oatesi",12.415,NA,2,10,0,0,0,0,0,0,0,0,0
"Spelaeornis reptatus",12.415,NA,2,10,0,0,0,0,0,0,0,0,0
"Spelaeornis troglodytoides",7,NA,1,10,0,0,0,0,0,0,0,0,0
"Speothos venaticus",6000,3.965,9,0,10,0,0,0,0,0,0,0,0
"Spermophaga haematina",22.8,4.2,3,2,0,0,0,0,0,3,0,3,2
"Spermophaga poliogenys",20,3,1,3,0,0,0,0,0,0,0,7,0
"Spermophaga ruficapilla",23.625,3,2,2,0,0,0,0,0,0,0,8,0
"Spermophilopsis leptodactylus",600,4.46,NA,2,0,0,0,0,0,2,0,2,4
"Spermophilus adocetus",155.52,NA,NA,2,0,0,0,0,0,0,0,4,4
"Spermophilus alashanicus",246.4344257,4.82,3,2,0,0,0,0,0,0,0,4,4
"Spermophilus annulatus",499.99,3.91,NA,2,0,0,0,0,0,0,0,4,4
"Spermophilus armatus",310.4,5.425,NA,2,0,0,0,0,0,0,0,4,4
"Spermophilus atricapillus",550.99,NA,NA,2,0,0,0,0,0,0,0,4,4
"Spermophilus beecheyi",597.82,6.71,NA,2,0,0,0,0,0,0,0,4,4
"Spermophilus beldingi",280.5,5.64,NA,2,0,0,0,0,0,0,0,4,4
"Spermophilus brevicauda",246.4344257,6.78,2,2,0,0,0,0,0,0,0,4,4
"Spermophilus brunneus",300,6.5,NA,2,0,0,0,0,0,0,0,4,4
"Spermophilus canus",250,8,NA,2,0,0,0,0,0,0,0,4,4
"Spermophilus citellus",290,6.24,3,2,0,0,0,0,0,0,0,4,4
"Spermophilus columbianus",470.94,3.54,NA,2,0,0,0,0,0,0,0,4,4
"Spermophilus dauricus",161.3,5.42,1,2,0,0,0,0,0,0,0,4,4
"Spermophilus elegans",324.45,5.8275,NA,2,0,0,0,0,0,0,0,4,4
"Spermophilus erythrogenys",254.81,7.005,1,2,0,0,0,0,0,0,0,4,4
"Spermophilus franklinii",457.64,8.295,NA,2,0,0,0,0,0,0,0,4,4
"Spermophilus fulvus",687.19,5.995,2,2,0,0,0,0,0,0,0,4,4
"Spermophilus lateralis",191,5.15,NA,2,0,0,0,0,0,0,0,4,4
"Spermophilus madrensis",217.6,4.73,NA,2,0,0,0,0,0,0,0,4,4
"Spermophilus major",257.75221285,NA,1,2,0,0,0,0,0,0,0,4,4
"Spermophilus mexicanus",177.49,5.91,NA,2,0,0,0,0,0,0,0,4,4
"Spermophilus mohavensis",201.59,6.4125,NA,2,0,0,0,0,0,0,0,4,4
"Spermophilus mollis",165.4,8.2,NA,2,0,0,0,0,0,0,0,4,4
"Spermophilus musicus",246.4344257,7.39,1,2,0,0,0,0,0,0,0,4,4
"Spermophilus pallidicauda",246.4344257,6.24,1,2,0,0,0,0,0,0,0,4,4
"Spermophilus parryii",747.09,6.4,NA,2,0,0,0,0,0,0,0,4,4
"Spermophilus perotensis",140,6.07,NA,2,0,0,0,0,0,0,0,4,4
"Spermophilus pygmaeus",136,7.235,1,2,0,0,0,0,0,0,0,4,4
"Spermophilus ralli",246.4344257,6,1,2,0,0,0,0,0,0,0,4,4
"Spermophilus relictus",599.99,5.295,1,2,0,0,0,0,0,0,0,4,4
"Spermophilus richardsonii",325.1,7.41,NA,2,0,0,0,0,0,0,0,4,4
"Spermophilus saturatus",220,5.12,NA,2,0,0,0,0,0,0,0,4,4
"Spermophilus spilosoma",106.64,6.855,NA,2,0,0,0,0,0,0,0,4,4
"Spermophilus suslicus",252,5.745,3,2,0,0,0,0,0,0,0,4,4
"Spermophilus taurensis",323.2732574,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermophilus tereticaudus",147.57,6.0875,NA,2,0,0,0,0,0,0,0,4,4
"Spermophilus townsendii",213,8.46,NA,2,0,0,0,0,0,0,0,4,4
"Spermophilus tridecemlineatus",174.91,8.085,NA,2,0,0,0,0,0,0,0,4,4
"Spermophilus undulatus",742.91,7.77,NA,2,0,0,0,0,0,0,0,4,4
"Spermophilus variegatus",691.64,4.715,NA,2,0,0,0,0,0,0,0,4,4
"Spermophilus washingtoni",209.045,7.88,NA,2,0,0,0,0,0,0,0,4,4
"Spermophilus xanthoprymnus",289.667,5.495,2,2,0,0,0,0,0,0,0,4,4
"Sphaerias blanfordi",28.88,NA,2,0,0,0,0,0,0,8,2,0,0
"Sphaeronycteris toxophyllum",16.18,NA,2,3,0,0,0,0,0,6,1,0,0
"Sphecotheres hypoleucus",81,NA,3,0,0,0,0,0,0,10,0,0,0
"Sphecotheres vieilloti",118.5,3,4,1,0,0,0,0,0,7,1,1,0
"Sphecotheres viridis",122.27625,NA,4,0,0,0,0,0,0,10,0,0,0
"Spheniscus demersus",3200.8883335,2,6,0,0,0,10,0,0,0,0,0,0
"Spheniscus humboldti",4372.695,2,6,3,0,0,7,0,0,0,0,0,0
"Spheniscus magellanicus",4052.55,2,14,1,0,0,9,0,0,0,0,0,0
"Spheniscus mendiculus",2032.18,3.25,7,0,0,0,10,0,0,0,0,0,0
"Sphenocichla humei",34.35,NA,NA,10,0,0,0,0,0,0,0,0,0
"Sphenocichla roberti",34.35,NA,NA,10,0,0,0,0,0,0,0,0,0
"Sphenoeacus afer",30.4,2.2,2,8,0,0,0,0,0,0,0,2,0
"Sphiggurus ichillus",1204.3367855,NA,NA,0,0,0,0,0,0,3,0,0,7
"Sphiggurus insidiosus",998.32,0.97,NA,0,0,0,0,0,0,3,0,0,7
"Sphiggurus melanurus",1900,0.97,NA,0,0,0,0,0,0,3,0,0,7
"Sphiggurus mexicanus",2000,0.99,NA,0,0,0,0,0,0,3,0,0,7
"Sphiggurus pruinosus",736,NA,NA,0,0,0,0,0,0,3,0,0,7
"Sphiggurus roosmalenorum",1204.3367855,NA,NA,0,0,0,0,0,0,3,0,0,7
"Sphiggurus spinosus",750.78,NA,NA,0,0,0,0,0,0,3,0,0,7
"Sphiggurus vestitus",736,NA,NA,0,0,0,0,0,0,3,0,0,7
"Sphiggurus villosus",1750.01,1,NA,0,0,0,0,0,0,3,0,0,7
"Sphyrapicus nuchalis",49.395,4.9,5,5,0,0,0,0,0,1,3,1,0
"Sphyrapicus ruber",53.12,4.93,5,7,0,0,0,0,0,0,0,0,3
"Sphyrapicus thyroideus",48.1625,4.905,3,5,0,0,0,0,0,2,3,0,0
"Sphyrapicus varius",50.3,5,8,5,0,0,0,0,0,1,3,1,0
"Spilocuscus kraemeri",5535.39,1.14,2,0,0,0,0,0,0,4,0,0,6
"Spilocuscus maculatus",4155.23,1.445,4,0,0,0,0,0,0,4,0,0,6
"Spilocuscus papuensis",5271.363333,1.63,1,0,0,0,0,0,0,4,0,0,6
"Spilocuscus rufoniger",6000,1.02,2,0,0,0,0,0,0,4,0,0,6
"Spilocuscus wilsoni",5271.363333,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spilogale angustifrons",340.997,7.5,3,5,4,0,0,0,0,1,0,0,0
"Spilogale gracilis",466.5,5.07,9,3,4,0,0,0,0,0,0,0,3
"Spilogale putorius",566.49,5.035,4,3,4,0,0,0,0,0,0,0,3
"Spilogale pygmaea",312.5,3.9175,3,8,2,0,0,0,0,0,0,0,0
"Spilopelia chinensis",159,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spilopelia senegalensis",101,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spilopelia suratensis",130,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spiloptila clamans",7,3.5,2,10,0,0,0,0,0,0,0,0,0
"Spiloptila rufifrons",6.5,NA,NA,10,0,0,0,0,0,0,0,0,0
"Spilornis cheela",698.87,1,8,1,2,6,1,0,0,0,0,0,0
"Spilornis elgini",895,NA,2,0,5,5,0,0,0,0,0,0,0
"Spilornis holospilus",735.125,1,2,1,2,6,1,0,0,0,0,0,0
"Spilornis kinabaluensis",869.33,1,1,1,2,7,0,0,0,0,0,0,0
"Spilornis klossi",869.33,1,1,1,2,6,1,0,0,0,0,0,0
"Spilornis rufipectus",869.33,1,4,1,2,6,1,0,0,0,0,0,0
"Spindalis dominicensis",29.4,2.5,4,0,0,0,0,0,0,6,0,0,4
"Spindalis nigricephala",44.025,2.5,3,0,0,0,0,0,0,6,0,0,4
"Spindalis portoricensis",31.86,2.5,5,0,0,0,0,0,0,6,0,0,4
"Spindalis zena",27.23,2.5,5,0,0,0,0,0,0,6,0,0,4
"Spiza americana",26.54,4,4,0,0,0,0,0,0,0,0,10,0
"Spizaetus isidori",3087,1,1,0,10,0,0,0,0,0,0,0,0
"Spizaetus melanoleucus",828.75,1,3,0,8,2,0,0,0,0,0,0,0
"Spizaetus ornatus",1206.075,1,3,0,9,1,0,0,0,0,0,0,0
"Spizaetus tyrannus",1037.18,2,4,0,6,4,0,0,0,0,0,0,0
"Spizella arborea",17.84,4.48,NA,5,0,0,0,0,0,0,0,5,0
"Spizella atrogularis",11.45,3,1,5,0,0,0,0,0,0,0,5,0
"Spizella breweri",10.9,3.08,2,5,0,0,0,0,0,0,0,5,0
"Spizella pallida",11.45,4,5,2,0,0,0,0,0,0,0,6,2
"Spizella passerina",12.25,4,8,4,0,0,0,0,0,0,0,6,0
"Spizella pusilla",12.65,4,4,4,0,0,0,0,0,0,0,6,0
"Spizella wortheni",12.44,3.875,2,3,0,0,0,0,0,0,0,7,0
"Spiziapteryx circumcincta",167.195,3,4,4,3,3,0,0,0,0,0,0,0
"Spizixos canifrons",44,NA,4,2,0,0,0,0,0,4,0,4,0
"Spizixos semitorques",38.5,NA,6,5,0,0,0,0,0,5,0,0,0
"Spizocorys conirostris",14.3,NA,5,1,0,0,0,0,0,0,0,9,0
"Spizocorys fringillaris",19.175,NA,2,5,0,0,0,0,0,0,0,5,0
"Spizocorys obbiensis",13.795,NA,2,7,0,0,0,0,0,0,0,3,0
"Spizocorys personata",19.7,NA,1,3,0,0,0,0,0,0,0,5,2
"Spizocorys sclateri",19.5,NA,2,5,0,0,0,0,0,0,0,5,0
"Sporophila albogularis",9.7,NA,3,2,0,0,0,0,0,0,0,8,0
"Sporophila americana",12,2,7,0,0,0,0,0,0,2,0,6,2
"Sporophila ardesiaca",10.9,NA,3,2,0,0,0,0,0,0,0,8,0
"Sporophila bouvreuil",8.7,2.15,2,0,0,0,0,0,0,0,0,10,0
"Sporophila bouvronides",9.75,2.5,4,2,0,0,0,0,0,0,0,8,0
"Sporophila caerulescens",9.825,NA,5,2,0,0,0,0,0,0,0,8,0
"Sporophila castaneiventris",7.9,2,5,2,0,0,0,0,0,0,0,8,0
"Sporophila cinnamomea",10.5145,NA,2,2,0,0,0,0,0,0,0,8,0
"Sporophila collaris",13.5,NA,4,2,0,0,0,0,0,0,0,8,0
"Sporophila corvina",11.875,2,8,2,0,0,0,0,0,0,0,8,0
"Sporophila falcirostris",10.5145,NA,2,2,0,0,0,0,0,0,0,8,0
"Sporophila frontalis",10.5145,NA,3,2,0,0,0,0,0,0,0,8,0
"Sporophila hypochroma",9.7,NA,3,2,0,0,0,0,0,0,0,8,0
"Sporophila hypoxantha",10.5145,NA,3,2,0,0,0,0,0,0,0,8,0
"Sporophila intermedia",12.25,2.5,4,2,0,0,0,0,0,0,0,8,0
"Sporophila leucoptera",15.5,NA,7,2,0,0,0,0,0,0,0,8,0
"Sporophila lineola",9.8,2.5,4,0,0,0,0,0,0,0,0,10,0
"Sporophila luctuosa",12.5,NA,6,2,0,0,0,0,0,0,0,8,0
"Sporophila melanogaster",9.275,NA,3,2,0,0,0,0,0,0,0,8,0
"Sporophila minuta",8,2.4,5,1,0,0,0,0,0,0,0,9,0
"Sporophila murallae",12,2,8,0,0,0,0,0,0,2,0,6,2
"Sporophila nigricollis",9.6,2.25,6,2,0,0,0,0,0,0,0,8,0
"Sporophila nigrorufa",10.5145,NA,3,2,0,0,0,0,0,0,0,8,0
"Sporophila palustris",8.25,NA,2,2,0,0,0,0,0,0,0,8,0
"Sporophila peruviana",12.6,NA,7,2,0,0,0,0,0,0,0,8,0
"Sporophila plumbea",9.75,NA,3,2,0,0,0,0,0,0,0,8,0
"Sporophila ruficollis",8.475,NA,3,2,0,0,0,0,0,0,0,8,0
"Sporophila schistacea",12.7,NA,4,2,0,0,0,0,0,0,0,8,0
"Sporophila simplex",10.5145,NA,6,2,0,0,0,0,0,0,0,8,0
"Sporophila telasco",9.6125,NA,7,2,0,0,0,0,0,0,0,8,0
"Sporophila torqueola",8.7,3,7,2,0,0,0,0,0,0,0,8,0
"Sporopipes frontalis",16.925,3.35,2,2,0,0,0,0,0,0,0,8,0
"Sporopipes squamifrons",11.925,3.9,3,2,0,0,0,0,0,0,0,8,0
"Spreo albicapillus",76.75,NA,NA,5,0,0,0,0,0,3,0,2,0
"Spreo bicolor",104,NA,NA,4,0,0,0,0,1,3,1,0,1
"Spreo fischeri",51,NA,NA,9,0,0,0,0,0,1,0,0,0
"Srilankamys ohiensis",102.125,NA,2,1,0,0,0,0,0,1,0,2,6
"Stachyris ambigua",9.7,NA,NA,8,0,0,0,0,0,2,0,0,0
"Stachyris capitalis",14.9,NA,NA,8,0,0,0,0,0,0,0,0,2
"Stachyris chrysaea",9,NA,NA,8,0,0,0,0,0,2,0,0,0
"Stachyris dennistouni",15.7,NA,NA,10,0,0,0,0,0,0,0,0,0
"Stachyris erythroptera",12.7125,NA,NA,8,0,0,0,0,0,2,0,0,0
"Stachyris grammiceps",15.96,NA,1,10,0,0,0,0,0,0,0,0,0
"Stachyris herberti",15.96,NA,1,10,0,0,0,0,0,0,0,0,0
"Stachyris hypogrammica",15.96,NA,NA,6,0,0,0,0,0,0,0,2,2
"Stachyris latistriata",29.5,NA,NA,8,0,0,0,0,0,0,0,2,0
"Stachyris leucotis",23.775,NA,2,10,0,0,0,0,0,0,0,0,0
"Stachyris maculata",29.275,NA,3,10,0,0,0,0,0,0,0,0,0
"Stachyris melanothorax",15.96,NA,NA,10,0,0,0,0,0,0,0,0,0
"Stachyris nigriceps",15.8,4,4,7,0,0,0,0,0,1,1,1,0
"Stachyris nigricollis",26.4,NA,2,10,0,0,0,0,0,0,0,0,0
"Stachyris nigrocapitata",14.1,NA,NA,8,0,0,0,0,0,0,0,0,2
"Stachyris nigrorum",21.6,NA,NA,5,0,0,0,0,0,5,0,0,0
"Stachyris nonggangensis",35.5,NA,2,10,0,0,0,0,0,0,0,0,0
"Stachyris oglei",33,NA,2,10,0,0,0,0,0,0,0,0,0
"Stachyris plateni",8.7,NA,NA,8,0,0,0,0,0,2,0,0,0
"Stachyris poliocephala",23.51,NA,2,8,0,0,0,0,0,2,0,0,0
"Stachyris pygmaea",8.7,NA,NA,8,0,0,0,0,0,2,0,0,0
"Stachyris pyrrhops",9.59,NA,NA,8,0,0,0,0,0,2,0,0,0
"Stachyris ruficeps",10.3,NA,NA,8,0,0,0,0,0,2,0,0,0
"Stachyris rufifrons",10.6,NA,NA,8,0,0,0,0,0,2,0,0,0
"Stachyris striata",13.9,NA,NA,10,0,0,0,0,0,0,0,0,0
"Stachyris striolata",15.96,NA,NA,10,0,0,0,0,0,0,0,0,0
"Stachyris thoracica",15.96,NA,2,10,0,0,0,0,0,0,0,0,0
"Stachyris whiteheadi",21.88,NA,NA,10,0,0,0,0,0,0,0,0,0
"Stactolaema anchietae",47.3,4,3,4,0,0,0,0,0,6,0,0,0
"Stactolaema leucogrammica",52.6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stactolaema leucotis",54.9,4,4,4,0,0,0,0,0,6,0,0,0
"Stactolaema whytii",55.6,3.1,2,4,0,0,0,0,0,6,0,0,0
"Stagonopleura bella",14,4.5,1,2,0,0,0,0,0,0,0,8,0
"Stagonopleura guttata",17.6,30.15,2,2,0,0,0,0,0,0,0,8,0
"Stagonopleura oculata",12.95,4.9,3,2,0,0,0,0,0,0,0,8,0
"Starnoenas cyanocephala",219.5,NA,2,2,0,0,0,0,0,3,0,5,0
"Steatomys bocagei",27.5,4.315,2,3,0,0,0,0,0,0,0,3,4
"Steatomys caurinus",44.75,4.315,1,3,0,0,0,0,0,0,0,3,4
"Steatomys cuppedius",16.2003472735,NA,2,3,0,0,0,0,0,0,0,3,4
"Steatomys jacksoni",24.84367065,NA,1,3,0,0,0,0,0,0,0,3,4
"Steatomys krebsii",20.67,4.565,3,3,0,0,0,0,0,0,0,3,4
"Steatomys opimus",40,4.315,1,3,0,0,0,0,0,0,0,3,4
"Steatomys parvus",4.99,NA,2,3,0,0,0,0,0,0,0,3,4
"Steatomys pratensis",34.04,4.1375,2,3,0,0,0,0,0,0,0,3,4
"Steatornis caripensis",410.375,2.9,3,0,0,0,0,0,0,10,0,0,0
"Steganopus tricolor",59.39,NA,4,8,0,0,0,0,0,0,0,2,0
"Stelgidopteryx ruficollis",16.05,5.2,5,10,0,0,0,0,0,0,0,0,0
"Stelgidopteryx serripennis",15.745,6,6,10,0,0,0,0,0,0,0,0,0
"Stenocephalemys albipes",50.405,4.41,4,8,0,0,0,0,0,0,0,0,2
"Stenocephalemys albocaudata",144,NA,2,8,0,0,0,0,0,0,0,0,2
"Stenocephalemys griseicauda",85.75,NA,2,8,0,0,0,0,0,0,0,0,2
"Stenocephalemys ruppi",48.99,NA,1,8,0,0,0,0,0,0,0,0,2
"Stenoderma rufum",21.1,0.9925,1,0,0,0,0,0,0,10,0,0,0
"Stenostira scita",5.925,2.35,6,10,0,0,0,0,0,0,0,0,0
"Stephanoaetus coronatus",3641.875,1.81,6,0,9,1,0,0,0,0,0,0,0
"Stephanophorus diadematus",36.925,4,5,2,0,0,0,0,0,5,0,0,3
"Stephanoxis lalandi",4,2,4,1,0,0,0,0,0,0,9,0,0
"Stephanoxis loddigesii",4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stercorarius longicaudus",292.95,2,10,3,6,0,0,0,0,1,0,0,0
"Stercorarius parasiticus",447.155,2,11,2,3,0,3,0,0,2,0,0,0
"Stercorarius pomarinus",693.235,1.98,11,0,6,0,2,0,2,0,0,0,0
"Sterna acuticauda",166.12,3,2,3,0,0,7,0,0,0,0,0,0
"Sterna aurantia",166.12,3,4,5,0,0,5,0,0,0,0,0,0
"Sterna dougallii",112,1.66,18,1,0,0,9,0,0,0,0,0,0
"Sterna forsteri",149.5,3,8,2,0,0,8,0,0,0,0,0,0
"Sterna hirundinacea",187.5,2.3,11,1,0,0,9,0,0,0,0,0,0
"Sterna hirundo",126.575,2.5,14,1,0,0,8,0,1,0,0,0,0
"Sterna paradisaea",110,2,14,1,0,0,8,0,1,0,0,0,0
"Sterna repressa",98.75,2,20,3,0,0,7,0,0,0,0,0,0
"Sterna striata",129,1.09,9,1,0,0,9,0,0,0,0,0,0
"Sterna sumatrana",106,1.54,17,1,0,0,9,0,0,0,0,0,0
"Sterna trudeaui",153,3.25,12,3,0,0,7,0,0,0,0,0,0
"Sterna virgata",126,1,9,5,0,0,5,0,0,0,0,0,0
"Sterna vittata",139.5,1.5,11,1,0,0,9,0,0,0,0,0,0
"Sternoclyta cyanopectus",8.025,NA,4,1,0,0,0,0,0,0,9,0,0
"Sternula albifrons",57.16666667,2.2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sternula antillarum",46.85,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sternula balaenarum",59.35,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sternula lorata",53.8,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sternula nereis",72.15,1.77,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sternula saundersi",42.5,2.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sternula superciliaris",47.45,2.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stictonetta naevosa",879.135,7.225324676,2,1,0,0,0,0,0,0,0,2,7
"Stigmatura budytoides",11.19,2,4,10,0,0,0,0,0,0,0,0,0
"Stigmatura napensis",9.785,NA,3,10,0,0,0,0,0,0,0,0,0
"Stiltia isabella",65.5,1.95,5,6,0,0,0,0,0,0,0,4,0
"Stiphrornis erythrothorax",15.15,2,3,10,0,0,0,0,0,0,0,0,0
"Stipiturus malachurus",7.4125,3,6,10,0,0,0,0,0,0,0,0,0
"Stipiturus mallee",5.5,3,1,8,0,0,0,0,0,0,0,2,0
"Stipiturus ruficeps",5,2.45,5,10,0,0,0,0,0,0,0,0,0
"Stizorhina fraseri",35.6375,1.7,4,9,0,0,0,0,0,1,0,0,0
"Stochomys longicaudatus",70.95,2.535,1,1,0,0,0,0,0,8,0,0,1
"Strepera fuliginosa",359.23,2.8,9,4,2,2,0,0,0,1,0,1,0
"Strepera graculina",291.18,3,10,3,0,0,0,2,0,3,0,2,0
"Strepera versicolor",397.735,2.4,11,4,2,2,0,0,0,1,0,1,0
"Streptocitta albertinae",248,NA,4,0,0,0,0,0,0,10,0,0,0
"Streptocitta albicollis",248,NA,3,2,0,0,1,0,0,7,0,0,0
"Streptopelia bitorquata",154,2,4,0,0,0,0,0,0,0,0,10,0
"Streptopelia capicola",144.875,2,8,2,0,0,0,0,0,1,1,4,2
"Streptopelia decaocto",151.83,2,9,1,0,0,0,0,0,3,0,4,2
"Streptopelia decipiens",140.75,2,7,2,0,0,0,0,0,2,0,6,0
"Streptopelia dusumieri",150.648076923077,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Streptopelia hypopyrrha",160,2,5,0,0,0,0,0,0,0,0,10,0
"Streptopelia lugens",155,2,7,1,0,0,0,0,0,3,0,3,3
"Streptopelia orientalis",233.345,2,11,0,0,0,0,0,0,2,0,4,4
"Streptopelia reichenowi",119,2,2,0,0,0,0,0,0,10,0,0,0
"Streptopelia roseogrisea",154.25,2,5,1,0,0,0,0,0,0,0,7,2
"Streptopelia semitorquata",199.25,2,9,1,0,0,0,0,0,2,0,4,3
"Streptopelia tranquebarica",103,2,4,0,0,0,0,0,0,0,0,6,4
"Streptopelia turtur",133.125,2,7,1,0,0,0,0,0,4,0,5,0
"Streptopelia vinacea",110,2,4,1,0,0,0,0,0,3,0,3,3
"Streptopelia xanthocycla",150.648076923077,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Streptoprocne biscutata",100.905,NA,6,10,0,0,0,0,0,0,0,0,0
"Streptoprocne phelpsi",21.7125,NA,3,10,0,0,0,0,0,0,0,0,0
"Streptoprocne rutila",20.4,2,4,10,0,0,0,0,0,0,0,0,0
"Streptoprocne semicollaris",175,2,4,10,0,0,0,0,0,0,0,0,0
"Streptoprocne zonaris",86.728333335,2,4,10,0,0,0,0,0,0,0,0,0
"Stresemannia bougainvillei",36.2,NA,2,5,0,0,0,0,0,4,1,0,0
"Strigocuscus celebensis",750,NA,1,0,0,0,0,0,0,10,0,0,0
"Strigocuscus pelengensis",750,NA,4,1,0,0,0,1,0,4,0,0,4
"Strigops habroptila",1741.025,2.35,3,0,0,0,0,0,0,3,0,2,5
"Strix aluco",484.48,3.1,11,1,8,1,0,0,0,0,0,0,0
"Strix butleri",218.5,5,3,1,8,1,0,0,0,0,0,0,0
"Strix chacoensis",342.5,2.4,3,3,7,0,0,0,0,0,0,0,0
"Strix fulvescens",637.795,2.85,2,2,6,2,0,0,0,0,0,0,0
"Strix hylophila",323.94,2.4,5,3,7,0,0,0,0,0,0,0,0
"Strix leptogrammica",990,1.7,3,1,8,1,0,0,0,0,0,0,0
"Strix nebulosa",1070.32,4,4,1,7,2,0,0,0,0,0,0,0
"Strix nivicolum",496.5,3.1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strix occidentalis",597.935,2,2,1,8,1,0,0,0,0,0,0,0
"Strix ocellata",559.09,2.2,7,1,8,1,0,0,0,0,0,0,0
"Strix omanensis",596.772333333333,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strix rufipes",373.75,2.4,3,0,10,0,0,0,0,0,0,0,0
"Strix seloputo",1011,2.2,7,3,7,0,0,0,0,0,0,0,0
"Strix uralensis",781.78,2.9,5,1,9,0,0,0,0,0,0,0,0
"Strix varia",713.995,2.5,10,1,7,1,1,0,0,0,0,0,0
"Strix woodfordii",350,2,5,6,2,2,0,0,0,0,0,0,0
"Strophocincla cachinnans",78.64,NA,NA,6,0,0,0,0,0,2,1,0,1
"Strophocincla fairbanki",45.5,NA,NA,0,0,0,0,0,0,10,0,0,0
"Struthidea cinerea",131.5,3.35,6,5,1,0,0,0,0,0,0,4,0
"Struthio camelus",110125,8.666666667,3,1,0,0,0,1,0,0,0,3,5
"Struthio molybdophanes",109250,8.666666667,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sturnella bellicosa",58,3.9,NA,4,0,0,0,0,0,2,0,4,0
"Sturnella defilippii",57.755,NA,NA,5,0,0,0,0,0,1,0,4,0
"Sturnella loyca",113,4,NA,5,0,0,0,0,0,0,0,5,0
"Sturnella magna",91.8075,5,6,7,0,0,0,0,0,1,0,2,0
"Sturnella militaris",46.055,2.8,NA,5,0,0,0,0,0,1,0,4,0
"Sturnella neglecta",98.88,4.83,5,5,0,0,0,0,0,0,0,5,0
"Sturnella superciliaris",48.41,NA,NA,4,0,0,0,0,0,2,0,4,0
"Sturnira aratathomasi",49.67,0.99,2,0,0,0,0,0,0,10,0,0,0
"Sturnira bidens",18.05,0.995,2,0,0,0,0,0,0,10,0,0,0
